true_state,H,O1,O2,I1,I2,B1,B2
H,100.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,44.31216931216932,27.645502645502646,28.04232804232804,0.0,0.0,0.0,0.0
O2,0.0,19.48833709556057,80.51166290443943,0.0,0.0,0.0,0.0
I1,0.0,0.0,0.0,95.64220183486239,4.3577981651376145,0.0,0.0
I2,0.0,0.0,0.0,0.0,100.0,0.0,0.0
B1,0.0,0.0,0.0,0.0,0.0,36.95652173913043,63.04347826086957
B2,0.0,0.0,0.0,0.0,0.0,0.0,100.0
