true_state,H,O1,O2,I1,I2,B1,B2
H,100.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,79.2989417989418,20.7010582010582,0.0,0.0,0.0,0.0,0.0
O2,72.61098570353649,27.389014296463504,0.0,0.0,0.0,0.0,0.0
I1,0.0,0.0,0.0,95.41284403669725,4.587155963302752,0.0,0.0
I2,0.0,0.0,0.0,0.0,100.0,0.0,0.0
B1,0.0,0.0,0.0,0.0,0.0,100.0,0.0
B2,0.0,0.0,0.0,0.0,0.0,8.403361344537815,91.59663865546219
