comparison,metric,point_estimate,bootstrap_mean,bootstrap_sd,ci_2_5,ci_97_5
belief_minus_diagnostic_label,accuracy,0.16158093577448418,0.1618410255268965,0.015743751102304384,0.13195060862576422,0.19335578084712093
belief_minus_diagnostic_label,balanced_accuracy,0.047030832711640436,0.047557471569544894,0.009298006614956274,0.030471523785777742,0.06694775519191509
belief_minus_diagnostic_label,severity_2_exact_accuracy,0.5078369905956113,0.5067626167894528,0.033721636394957406,0.43963516849038425,0.5710672780003337
belief_policy_minus_diagnostic_policy,cost_rate,-0.04825779165583555,-0.04929143802751078,0.01684748765577179,-0.07947669509726749,-0.014198809829952742
belief_policy_minus_diagnostic_policy,cycle_length,1.5566666666666666,1.55937,0.15406879605936372,1.2665833333333325,1.8667500000000017
belief_policy_minus_diagnostic_policy,corrective_replacements,3.0,2.933,1.7128858657232526,0.0,7.0
